ADJ	NN	context	final_attribute	final_semclass	Status
alt	Mensch	Hessische Marodeure metzelten 1636 Frauen , Kinder und alte Menschen nieder , im selben Jahr brach noch einmal die Pest aus und forderte viele Opfer .	Alter	Mensch	free
wild	Nacht	Die beiden jungen Leute verbringen eine wilde Nacht mit zwei Mädchen , was von Taylor auf Polaroid festgehalten wird .	Beschreibung	Zeit	collocation
blind	Nationalismus	Wichtig ist " , so Patriarch Sako " dass es gelingt der Versuchung des blinden Nationalismus und der Zersplitterung zu widerstehen , die das Land gefährden .	Beschreibung	Kognition	collocation
blind	Optimismus	Ein Veranstalter / Sponsor , der nach einer ausgefallenen Veranstaltung unbedingt 2010 " seinen " Event haben als Werbefaktor wollte , eine Stadt , die sich bitte nicht die gleiche Blöße geben wollte wie das als Spielverderber angegriffene Bochum zuvor , ein Bundesland , das in Rahmen von Ruhr2010 fast atemlos von einem Event zum anderen hastet und dieses eben auch unbedingt in der Rekordschau dabeihaben wollte , Medien , die eben auch noch einen Riesenevent als Partner begleiten / hochjazzen wollten , eine naiv-überforderte Behördenschaft mit blindem Optimismus gegenüber der Handhabbarkeit von Besucherzahlen und Menschenmenge , mit der Duisburg realiter wohl eher unerfahren sein dürfte - und nicht zuletzt auch die Besucher selbst , deren persönlicher Rausch-Hedonismus im Aggregat der Masse unvermittelt schnell den Charakter zum unkontrollierbaren Moloch wechseln kann , wo jeder potentiell Täter und Opfer zugleich ist , ohne dies wirklich zu wollen .	Beschreibung	Gefuehl	collocation
rau	Berg	Wie der östlich von ihm liegende Beinn a' Chroin ist der Beinn Chabhair ein im Gipfelaufbau felsiger und rauer Berg .	Klima	Ort	collocation
rau	Bergwelt	Die Region der Abruzzen , damals wie heute zu den ärmsten Gebieten Italiens gehörend , ist eine raue Bergwelt auf dem Höhenrücken des Apennin .	Klima	Ort	collocation
alt	Mittelfeldspieler	Laut einem Bericht der Gazzetta dello Sport ist Juve bereit , 30 Millionen Euro für den 25 Jahre alten Mittelfeldspieler zu zahlen .	Alter	Mensch	free
rau	Brandung	Die Folgen des Tiefdruckgebietes , das den Sturm absorbiert hatte , waren auf Regenfälle , Sturmböen und eine raue Brandung beschränkt .	Klima	natPhaenomen	collocation
leicht	Verzögerung	Diese leichte Verzögerung , die jedoch im Laufe der Entwicklung bis zum Einsetzen der Pubertät vollkommen ausgeglichen ist , lässt sich auf verschiedene Besonderheiten im Aufwachsen von Zwillingen zurückführen :	Intensität	Geschehen	collocation
frech	Papagei	Der freche Papagei " Nelson " wurde Opfer seiner Freßgier .	Charakter	Tier	collocation
alt	Mutter	Nach längerem Überlegen macht sich K. von seiner Bank aus auf den Weg zu seiner halb blinden alten Mutter , die er schon drei Jahre nicht gesehen hat .	Alter	Mensch	free
alt	Nationalspieler	Nach weiteren vier Jahren beim HC Mulhouse , mit dem er in der Saison 2004/05 überraschend Meister wurde , erhielt der mittlerweile 33 Jahre alte Nationalspieler einen Vertrag bei EfB Ishockey , für das er von 2005 bis 2009 in der dänischen AL-Bank Ligaen zwischen den Pfosten stand .	Alter	Mensch	free
alt	Politiker	Irgendein alter Politiker , an dessen Namen ich mich gerade nicht einnern kann , hat ja auch gesagt dass die Wahrheit eine Tochter der Zeit sei .	Alter	Mensch	free
wild	Orgie	Der fehlgeleitete Kaiser brachte es sogar fertig , wilde Orgien in den Bordellen der Hauptstadt zu veranstalten .	Beschreibung	Geschehen	collocation
rau	Gegend	Die raue Gegend wurde oft von Unwettern heimgesucht , Kriege brachten Unheil , Verwüstungen , Krankheit und Not .	Klima	Ort	collocation
rau	Gelände	Da ein Deputy Sheriff , je nach Größe des Countys , weite Strecken - teilweise in rauem Gelände - zurücklegen muss , werden hierzu verschiedene Arten von Fahrzeugen eingesetzt .	Klima	Ort	collocation
alt	Profi	Paul Sherman von Turner Classic Movies meinte : " Helden werden nicht mehr cooler als Steve McQueen , alte Profis nicht mehr professioneller als Edward G.	Alter	Mensch	free
frech	Parodie	Dabei mutet gleich die erste Szene wie eine freche Parodie auf Tonfilme an , als die feierlichen Reden anlässlich einer Denkmalenthüllung gehalten werden , und nur groteskes , quakendes Genuschel zu hören ist .	Beschreibung	Geschehen	collocation
rau	Gewässer	Die für Menschen und Ladung extremen Schiffsbewegungen in den rauen Gewässern von Nordamerika werden mit Rolldämpfungstanks ( Flume Tanks ) und Flossenstabilisatoren reduziert .	Klima	Ort	collocation
rau	Hals	In der kühleren Jahreszeit wärmt er den Hals , und kann dazu beitragen , Erkältungen bzw. einen rauen Hals zu vermeiden .	Zustand	Koerper	collocation
alt	Schüler	Während der Novemberpogrome wurden am 10. November 1938 das gesamte Kollegium und einige der älteren Schüler verhaftet .	Alter	Mensch	free
alt	Schwester	Nach seinem Tod folgte sie ihrer älteren Schwester nach Breslau und ließ sich zur Lehrerin ausbilden .	Alter	Mensch	free
alt	Sohn	Voraussichtlicher Titelerbe ( Heir apparent ) ist der älteste Sohn des aktuellen Titelinhabers , Charles Carnegie , Earl of Southesk ( * 1989 ) .	Alter	Mensch	free
wild	Party	Wilde Partys , lesbische Liebe und vorehelicher Geschlechtsverkehr sind einige der Formen von  Wahnsinn  , die porträtiert werden .	Beschreibung	Geschehen	collocation
rau	Insel	Als die Insel von einem schweren Sturm heimgesucht wird , besteht die Frau darauf , dass ihre zahlreichen Kinder nicht auf diese raue Insel gehören .	Klima	Ort	collocation
alt	Spieler	Durch den vierten Sieg in Folge der Mannschaft aus Taiwan wurden Stimmen laut , welche vermuteten , dass zu alte Spieler eingesetzt wurden .	Alter	Mensch	free
leicht	Vorsprung	Die Geschlechterverteilung ist hierbei relativ ausgeglichen , mit einem leichten Vorsprung der weiblichen ( 36 Prozent ) gegenüber den männlichen ( 31 Prozent ) Befragten .	Intensität	Ort	collocation
alt	Stürmer	Zur Saison 1956/57 rückte der damals 19 Jahre alte Stürmer in den Kader des Oberligisten Meidericher SV auf .	Alter	Mensch	free
rau	Klima	Der Berg weist ein raues Klima auf mit einer Jahresniederschlagsmenge , die ungefähr 2000 mm beträgt .	Klima	natPhaenomen	collocation
rau	Küste	Die Handlung spielt an der rauen Küste der Normandie , die Delaporte aus ihrer Kindheit kannte .	Klima	Ort	collocation
rau	Landschaft	Huntsville selbst liegt zwischen gewundenen Seen und für die raue Landschaft typischen buschigen Kiefernwäldern ( " Cottage Country " ) .	Klima	Ort	collocation
blind	Patriotismus	Das Video war mit höhnischen und als beleidigend empfundenen Kommentaren , blindem Patriotismus und Hassparolen versehen .	Beschreibung	Kognition	collocation
wild	Phantasie	Annes wilde Phantasie , ihr unablässiges Reden und ihr feuriges Temperament stellen sie in das Zentrum einer Reihe unterhaltsamer Abenteuer .	Beschreibung	Kognition	collocation
rau	Luft	Der Roggenwolf tritt auch als Verkörperung der rauen Luft , des Nebels und des Regens auf .	Klima	Substanz	collocation
rau	Poesie	Die " " raue Poesie " " und der Handlungsfluss der Romanvorlage würden " " auf der Strecke " " bleiben .	Beschreibung	Geschehen	collocation
zart	Poesie	Dem Roman wie der biblischen Vorlage ist die zarte Poesie gemein , in der sich die Sehnsucht nach Aufrichtigkeit und Liebe ausdrückt .	Beschreibung	Geschehen	collocation
rau	Meer	Im Hintergrund sieht man auf rauem Meer vor fast nachtschwarzem Himmel ein stilisiertes Wikingerboot .	Klima	Ort	collocation
stürmisch	Protest	Den Antrag unterstützte nur eine verschwindende Minderheit , jedoch führten stürmische Proteste der USPD zu einer erneuten Unterbrechung um 16.37 Uhr .	Beschreibung	Kommunikation	collocation
frech	Provokation	So bleibt es nicht aus , dass sowohl er als auch Jim Price bald Zielscheibe frecher Provokationen durch Weiße werden .	Beschreibung	Kognition	free
rau	Natur	Die raue Natur spiegelte sich auch in der Sprache der Upländer wider : Die plattdeutsche Upländer Sprache war derb und stark im Ausdruck .	Klima	Ort	collocation
rau	Norden	Die Farbteilung des Wappenschildes soll klimatisch den sonnigen Süden und den rauen Norden darstellen , wo sich die Kraniche im Wechsel aufhalten .	Klima	Ort	collocation
alt	Tochter	Da Johanns drei Söhne vor ihm starben und selbst keine männlichen Nachkommen hatten , erbte seine älteste Tochter Johanna die Herzogtümer .	Alter	Mensch	free
alt	Vater	Auch Rubin Goldberg , der den alten Vater des " Uncle Moses " spielte , war in den USA ein beliebter Schallplatten- und Rundfunkkünstler .	Alter	Mensch	free
dick	Frau	Es geht um dünne Männer " ( Feeder ) " , die besonders dicke Frauen " ( Feedees ) " begehren .	Aussehen	Mensch	collocation
wild	Haufen	Allein in Mainz ermordete ein wilder Haufen unter Führung des Grafen Emicho von Leiningen 700 Juden , die im burgartigen Bischofspalast Schutz gesucht hatten . 	context	context	context
hart	Prüfung	Es war nicht nur ein Rennen , sondern auch eine harte Prüfung für die Flugzeuge und deren Besatzungen über solch eine lange Strecke zuverlässig durchzuhalten .	Beschreibung	Kognition	collocation
wild	Prügelei	Als dieser ihm nicht glaubt , kommt es zu einer wilden Prügelei , bei der sich Gretchen einmischt .	Art&Weise	Geschehen	collocation
rau	Region	Gerade in dieser klimatisch rauen Region müssen seit jeher alle verfügbaren Nahrungsquellen ausgeschöpft werden und hier kam es in der Vergangenheit immer wieder nach Missernten zu Hungersnöten .	Klima	Ort	collocation
rau	Schale	Olaf findet Anna und enthüllt , dass sich Kristoff in sie verliebt und es unter seiner rauen Schale verborgen habe .	übertragen	übertragen	übertragen
blind	Rache	Als Viktor sein zweites Geschöpf noch vor dessen Vollendung zerstört , erwürgt das " Monster " Henri aus blinder Rache .	Beschreibung	Geschehen	collocation
rau	See	Sie erhielt zwei 4,50 m lange Stabilisatoren für eine ruhigere Fahrt bei sehr rauer See .	Bewegung	Ort	collocation
rau	Seegang	Hier üben die Flugzeugbesatzungen unter realen Bedingungen bei Wind und rauem Seegang den Sprung vom Heck des Schleppers ins offene Wasser und die anschließende Rettung in die Rettungsinsel .	Bewegung	natPhaenomen	collocation
karg	Raum	Kleine Nischen für Kerzen oder Gedenkbilder knüpfen an die traditionelle Mystik in diesem kargen Raum an .	Beschreibung	Artefakt	collocation
dick	Kind	Statt sich in der Kunst selbst zu verwirklichen , wie sie es immer wollte , arbeitet sie für eine Werbeagentur , um dicken Kindern ungesunde Vollfett-Schokolade schmackhaft zu machen .	Aussehen	Mensch	collocation
dick	Mann	Im Obergeschoss stehen drei Männer : ein athletischer junger , ein älterer mit Fliegerschiffchen und schwarzen Handschuhen und ein alter , dicker Mann mit schwerer Lederjacke .	Aussehen	Mensch	collocation
mild	Reaktion	Nach den Untersuchungen von Gerd Althoff war seine milde Reaktion gegenüber den Söhnen für die Karolingerzeit geradezu eine " Ausnahme " .	Art&Weise	Geschehen	collocation
hart	Bursche	Wie üblich in den frühen Maigret-Romanen erweist sich der Kommissar in körperlichen Auseinandersetzungen als " harter Bursche " .	Konstitution	Mensch	collocation
rau	Süden	Im vergleichbar rauen Süden Patagoniens wachsen sie auch nahe der Meeresküste .	Klima	Ort	collocation
hart	Reaktion	Auch die harte Reaktion der türkischen Staatsführung mit Tausenden Verhaftungen dürfe in keinem Fall dazu führen , dass die Verbindung zur Türkei abgebrochen wird .	Art&Weise	Geschehen	collocation
rau	Realismus	urteilt verhalten :  Dem Film fehlt der durchgängige physische Atem , der raue Realismus seiner Vorgänger .	Beschreibung	Kognition	collocation
rau	Umfeld	Ein Ziel war es gewesen , die Umweltverträglichkeit und die zukünftige Wirtschaftlichkeit eines im Wasser stehenden Kraftwerks zu ermitteln , ferner sollte der Testbetrieb die Robustheit der Turbine im rauen Umfeld prüfen .	Klima	Ort	collocation
hart	Realität	Spannend wird wie die Integration gelingt und da wird eine Rolle spielen ob die islamische Ideologie der suprematie überwunden werden kann , die dann auf die harte Realität prallt .	Beschreibung	Ort	collocation
rau	Realität	In seinem Rausch schwankt David zwischen atavistisch-metaphorischen Visionen , Langeweile und rauer Realität , Rebellion , Wut , sexuellem Begehren und Sehnsucht .	Beschreibung	Ort	collocation
zäh	Rechtsstreit	Dieser zähe Rechtsstreit wurde 1722 dahingehend gelöst , dass der Bökenförder Termin auf den Dreifaltigkeitssonntag verlegt wurde .	Beschreibung	Geschehen	collocation
rau	Umgebung	Weiterhin zeigen sie bessere Eigenschaften als PMTs in rauen Umgebungen und bei Hochtemperaturanwendungen , wie z . B.	Klima	Ort	collocation
rau	Umwelt	Dies ist das erste Buch der Serie , das die Idee einer rauen Umwelt einführt - in der Steppe muss der Spieler ständig NATURWISSEN-Würfe machen , um genug Nahrung zu finden , und noch weiter im Norden verliert der Spieler jeden Tag einen Lebenskraft-Punkt , außer er hat einen Wolfspelz , um sich warm zu halten .	Klima	Ort	collocation
hell	Sopran	Sie entwickelte sich als Jugendliche zu einem hellen Sopran und erhielt die Chance , in Broadway-Shows aufzutreten .	Ton	Mensch	collocation
rund	Wange	Der Illustrationsstil von Ilon Wikland ist unverkennbar durch Detailreichtum und die typischen Kinderfiguren mit Stupsnasen und runden Wangen .	Aussehen	Mensch	collocation
rau	Wasser	Es wurde gegenüber dem Pelzhandelskanu als Frachttransporter wegen seiner größeren Ausmaße , höherer Ladekapazität und besseren Stabilität in rauem Wasser bevorzugt .	Bewegung	Ort	collocation
frei	Rede	 Die Spontanität freier Rede [ ... ] ist Voraussetzung der Kraft und der Vielfalt der öffentlichen Diskussion , die ihrerseits Grundbedingung eines freiheitlichen Gemeinwesens ist .	Beschreibung	Kommunikation	collocation
rau	Westküste	Dagegen spricht , dass die geografische Lage an der rauen Westküste der Insel keinen bevorzugten Ankerplatz geboten haben dürfte .	Klima	Ort	collocation
rau	Wetter	Gründe für die Seebestattung waren das zu diesem Zeitpunkt raue Wetter und Position der Yacht weitab von Land .	Klima	natPhaenomen	collocation
rau	Wind	In der Wikipedia , auf den Piratenstammtischen oder so ganz allgemein im Internet herrsche ein rauer Wind , der viele abschreckt .	übertragen	übertragen	übertragen
rau	Winde	Des Weiteren würdigte sie den realistischen Gegenwartsbezug ( " " raue Winde der Wirklichkeit " " ) und die feinen Prisen von Ironie , deren sich der Autor bedient .	übertragen	übertragen	übertragen
rau	Winter	Die Landwirte bauten mehr Getreide an , sodass die Vögel die rauen Winter überleben konnten .	Klima	Zeit	collocation
mild	Regiment	Die etrurische Regentin gründete in Florenz eine höhere Lehranstalt für Wissenschaften , das Museum für Physik und Naturkunde , und suchte ihre Untertanen durch ein mildes Regiment zu gewinnen .	Beschreibung	Geschehen	collocation
rau	Witterung	Über ein knappes halbes Jahrhundert hatten die raue Witterung und Vandalismus deutliche Spuren am Kruzifix hinterlassen .	Klima	natPhaenomen	collocation
stark	Kraft	Um die Situation in den wenigen , dem Reich noch verbliebenen Gebieten zu festigen , schickte Johannes Kantakuzenos Matthaios mit starken Kräften , darunter auch 20.000 Reiter , die Johannes' Schwiegersohn der osmanischen Sultan Orhan I. 	Konstitution	Mensch	free
reich	Amerikaner	Bei der Feier bekommt Ripley mit , wie ihn Trevanny gegenüber seinen Gästen als zu reichen Amerikaner mit schlechtem Geschmack beschreibt .	Gesellschaft	Mensch	free
reich	Amerikanerin	Sie ist Gesellschafterin einer reichen Amerikanerin geworden , die seit ihrer Ehe mit einem russischen Fürstin nur noch als  Kaiserin  bekannt ist .	Gesellschaft	Mensch	free
reich	Angebot	Hase , Wachtel , Schnepfe , Fasan und Wildente sind Teil des reichen Angebots , das Jäger anzieht .	Menge	Menge	collocation
reich	Araber	Nun sind die reichen Araber gefordert , sich endlich um ihre muslimischen Nachbarn zu kümmern .	Gesellschaft	Mensch	free
reich	Ausbeute	So boten die damals noch seichten Gewässer des Regens eine reiche Ausbeute an Fischen .	Menge	Besitz	collocation
reich	Ausländer	Nach Abschaffung der Pauschalbesteuerung für reiche Ausländer im Kanton Zürich kündigte Wekselberg an , im Herbst 2010 seinen Wohnort aus diesem Kanton in den Kanton Zug zu verlegen .	Gesellschaft	Mensch	free
leicht	Vorteil	Die Leistungsdichte der Veranstaltungen ist - gemessen am Median der Finisheranzahl innerhalb von 30 bis 60 min nach dem Sieger - ( mit leichten Vorteilen für Roth ) vergleichbar .	Intensität	Attribut	collocation
reich	Auswahl	Neben den politischen Motiven gibt es eine reiche Auswahl von Bildern von Tieren , Einzelfiguren und Ähnliches , aber auch dreidimensionale Werke .	Menge	Mensch	collocation
reich	Bankier	Die sogenannte  City  setzt sich aus den reichen Bankiers und Kaufleuten Roms zusammen und wird als  demokratisch  charakterisiert .	Gesellschaft	Mensch	free
reich	Bauer	Schnell ist allen klar , dass der Schultheiß der Dieb war , der einer der drei reichen Bauern des Dorfes ist .	Gesellschaft	Mensch	free
reich	Bestand	Ein reicher Bestand an nektarreichen Blumen in Nestnähe ist deswegen essentiell für die erfolgreiche Aufzucht .	Menge	Menge	collocation
reich	Betätigungsfeld	Künstler , Baumeister , einheimische und solche , die zugezogen waren , wie Jakob Prandtauer , bekamen ein reiches Betätigungsfeld .	Menge	Ort	collocation
reich	Beute	1467 wurden den Hussiten am Breiteberg große Verluste zugefügt , als sie mit reicher Beute nach Böhmen ziehen wollten .	Menge	Besitz	collocation
reich	Bodenschatz	Im zukünftigen Abbau reicher Bodenschätze in der Finnmark - unter anderem Eisen , Kupfer und Gold - sieht er das eigentliche Motiv des Staates .	Menge	Besitz	collocation
reich	Brite	Joe Bray - ein reicher Brite , der in Hongkong lebt - ist im Besitz eines alten chinesischen Orakels , der gelben Schlange .	Gesellschaft	Mensch	free
reich	Bundesland	Wien liegt beim Pro-Kopf-Einkommen nur noch vor Kärnten während es noch vor zehn Jahren das reichste Bundesland war .	Gesellschaft	Ort	free
reich	Bürger	Die Wahl der Sprache legt nahe , dass die Handschrift nicht für Ärzte bestimmt , sondern für den Stadtrat oder einen reichen Bürger verfasst wurde .	Gesellschaft	Mensch	free
reich	Chinese	Von den zehn reichsten Chinesen der Welt kommen sechs vom Festland und vier aus Hongkong .	Gesellschaft	Mensch	free
reich	Dame	Alle drei sind Teil eines Plans von schlecht bezahlten Angestellten undankbarer reicher Damen , die langsam alt werden und etwas fürs Alter zurücklegen wollen .	Gesellschaft	Mensch	free
reich	Deutsche	Sein Vermögen wurde auf knapp zwei Milliarden Euro geschätzt – Platz 56 unter den 500 reichsten Deutschen .	Gesellschaft	Mensch	free
reich	Eltern	Er kann die wirklichen Täter , gelangweilte Söhne reicher Eltern , stellen und tötet zwei von ihnen ; ein dritter wird von der endlich überzeugten Polizei erschossen .	Gesellschaft	Mensch	free
reich	Elternhaus	Die Schülerin Beate Schorlemmer stammt aus einem reichen Elternhaus und ist gewohnt , zu bekommen , was sie will .	Gesellschaft	Geschehen	free
reich	Erbe	Danach würde der Studienzugang für Privilegierte wie Zahnarztsöhne , reiche Erben oder Kinder aus Intelligenzlerfamilien beschränkt , hingegen hätten Kinder aus Arbeiterhaushalten nach der regulären Schulzeit eine Studienpflicht .	Gesellschaft	Mensch	collocation
reich	Erbin	Die andere Protagonistin ist  , eine reiche Erbin , die in dem friedlichen europäisch wirkenden Land  Nafrece  lebt .	Gesellschaft	Mensch	free
reich	Erfahrung	Auf Grund seiner hohen schachlichen Qualifikation und seiner reichen Erfahrung war er ein hochangesehener Trainer .	Menge	Kognition	collocation
reich	Erfahrungsschatz	Nach seiner aktiven Zeit als Boxer gab Jupp Besselmann seinen reichen Erfahrungsschatz an viele andere Berufsboxer , die er trainierte und betreute , weiter .	Menge	Kognition	collocation
reich	Ernte	Er konnte sich jedoch meist rasch wieder erholen , da auf den fruchtbaren Böden Weizen und Zuckerrüben sich gut entwickelten und in der Regel für reiche Ernten sorgten .	Menge	Besitz	collocation
reich	Ertrag	Seit dem Verfall der Preise auf dem Weltmarkt wurde die Plantagenwirtschaft verstärkt , die reiche Erträge an Kaffee , Kayu ( Cashewnüsse ) und Obst bringt .	Menge	Besitz	collocation
reich	Europäer	Wenn alle Menschen , so wie die reichen Europäer , herumjetten würden , würde die Erde im Kodensstreifen , jetzt symbolisch gesprochen , verglühen .	Gesellschaft	Mensch	free
reich	Familie	Aus einer sehr reichen Familie stammend , die enge Beziehungen zur Mafia unterhält , besitzt sie zahlreiche Möglichkeiten , um Jumpei das Leben zu verkomplizieren .	Gesellschaft	Gruppe	free
reich	Fischgrund	Der vom warmen Tsushima-Strom , einer langsam fließenden Zweigströmung des Kuroshio , umgebenen Insel boten sich seit jeher reiche Fischgründe .	Menge	natGegenstand	collocation
reich	Frau	Bei einem Besuch der Stadt Patras gewann er die Zuneigung der Danielis , einer reichen Frau , die ihn in ihrem Haushalt aufnahm und finanzierte .	Gesellschaft	Mensch	free
reich	Freund	Für ihn ist die herrschende Elite verantwortlich dafür , dass er in den Krieg ziehen musste , während all seine reichen Freunde zurückblieben und noch reicher wurden .	Gesellschaft	Mensch	free
reich	Fülle	Seine Kompositionen enthalten hauptsächlich italienische , aber auch französische Stilelemente und eine reiche Fülle seinerzeit neuartiger Harmonien .	Menge	Menge	collocation
reich	Fundus	Das hat die Bibliothek den ersten Direktoren zu verdanken , die bemüht waren , aus dem reichen Fundus aufgelöster Klosterbibliotheken vor allem theologische Bücher für die Institution zu gewinnen .	Menge	Kognition	collocation
reich	Gegend	Städte , Kraftwerke und Industriebetriebe wurden in der an Bodenschätzen reichen Gegend aus dem Boden gestampft .	Gesellschaft	Ort	free
reich	Gemeinde	An der kantonalen Volksabstimmung von 1931 wurde eine überarbeitete Vorlage gutgeheissen , die die reichen Gemeinden Kilchberg und Zollikon von der Eingemeindung ausnahm .	Gesellschaft	Gruppe	free
reich	Geschäftsleute	Der Gruppe wurden Beziehungen zu reichen Geschäftsleuten , Politikern , dem Nationalen Sicherheitsrat und dem thailändischen Militärgeheimdienst nachgesagt .	Gesellschaft	Gruppe	free
reich	Geschäftsmann	Er ist im Besitz ominöser Dokumente , die er auf der Party eines reichen Geschäftsmannes durch die Sprengung des dortigen Tresors unerlaubterweise an sich gebracht hat .	Gesellschaft	Mensch	free
reich	Geschichte	Eine reiche Geschichte seit dem 14. Jahrhundert hat das Kontorhaus Nr. 32 mit seiner Lübecker Nachrichten-Diele , deren Name an die Nutzung des gesamten Quartiers durch diese Tageszeitung erinnert .	Menge	Mensch	collocation
reich	Golfstaat	Nach einer Bilanz des Congressional Research Service seien 80 Prozent aller ägyptischen Waffenkäufe aus dem US-Haushalt finanziert , und die gesperrte US-Militärtechnik sei auch dann nicht zu ersetzen , wenn die reichen Golfstaaten wie Saudi-Arabien die Unterstützung übernehmen . 	Gesellschaft	Ort	free
reich	Gönner	Er hatte die Gabe , eine gewisse Klientel reicher Gönner anzuziehen , wovon das Orchester natürlich auch profitieren konnte .	Gesellschaft	Mensch	free
reich	Grieche	Dabei trifft er auf den reichen Griechen Maurice Conchis , der alleine auf seinem Inselgrundstück zu leben scheint und dem eine mysteriöse Vergangenheit als Nazi-Kollaborateur nachgesagt wird .	Gesellschaft	Mensch	free
reich	Grundbesitzer	Muzio Attendolo , ein reicher Grundbesitzer in der Gemeinde Cotignola ( in der Provinz Ravenna ) , cl . 1350	Gesellschaft	Mensch	free
reich	Haus	Das Haus ist vor allem wegen seiner für Ostia relativ gut erhaltenen Wandmalereien bemerkenswert , die einen Eindruck von der Ausstattung eines reichen Hauses des 2. Jahrhunderts vermitteln .	Gesellschaft	Gruppe	free
reich	Herr	Als der reiche Herr Seefeldt in " Tratsch im Treppenhaus " konnte man ihn in zwei verschiedenen Aufführungen erleben , einmal 1962 und zum anderen 1974 .	Gesellschaft	Mensch	free
reich	Industrieland	Diese beginnt bei einer Einheit und steigert sich bis zur höchsten Beitragseinheit von 50 für reiche Industrieländer .	Gesellschaft	Ort	free
reich	Industrielle	Das Museum wurde von Harold Warp , einem reichen Industriellen aus Minden , 1953 gegründet .	Gesellschaft	Mensch	free
reich	Industrienation	Müssen die Menschen in den reichen Industrienationen ihren Lebensstil ändern , um sich nicht durch das eigene Handeln zu Grunde zu richten ?	Gesellschaft	Ort	free
reich	Industriestaat	Für einen weiteren Aufstieg in die ökonomische Oberliga der reichen Industriestaaten müsste China die Reste der staatlichen Planwirtschaft hinter sich lassen und mehr freien Markt als bisher zulassen .	Gesellschaft	Gruppe	free
reich	Inhalt	Die Pflege ihrer Blumen , Teilnahme an den Geschicken ihrer Schülerinnen und allen Ereignissen von Vaterstadt und -land gaben reichen Inhalt .	Menge	Kommunikation	collocation
reich	Jude	Da diese den horrenden Tribut nicht zahlen kann , werden die reichen Juden der Insel zur Bezahlung verpflichtet .	Gesellschaft	Mensch	free
reich	Jüngling	Im Winter erscheint der reiche Jüngling Wassili im Dorf und gerät in eine Schneeballschlacht , wobei ihn ein von Tanjuscha geworfener Schneeball trifft .	Gesellschaft	Mensch	free
reich	Kaufmann	Aber auch ein bösartiger Zwerg besucht den Markt und täuscht durch sein Gewand vor , dass er ein reicher Kaufmann sei .	Gesellschaft	Mensch	free
reich	Klub	So drückt die Fanszene sinnbildlich die Rolle des Underdogs aus , der gegen übermächtige , reiche Klubs kämpft .	Gesellschaft	Gruppe	free
reich	Kultur	Nicht nur die Natur und die reiche Kultur , sondern auch die Entfernungen spielen eine Rolle .	Menge	Kognition	collocation
reich	Kunde	Beide Räume dienten als  Showrooms  , in denen sie exklusive Partys gab , um auf diese Weise bei reichen Kunden Werbung für ihren Stil zu machen .	Gesellschaft	Mensch	free
reich	Land	Womöglich erhoffen sie sich in reichen Ländern auch eine große und politisch starke einflussreiche Diaspora aufzubauen , um ihren Kampf gegen ihre Gegner der Heimat fortzusetzen .	Gesellschaft	Ort	free
reich	Leben	Er will einen Beweis dafür , dass sie sich für ihn entscheidet und nicht für ihr reiches Leben in New York .	Gesellschaft	Motiv	collocation
reich	Leute	 Pressefreiheit ist die Freiheit von 200 reichen Leuten , ihre Meinung zu verbreiten  , und von dieser Freiheit machen die Verleger beim Leistungsschutzrecht reichlich Gebrauch .	Gesellschaft	Gruppe	free
reich	Literatur	Zwar hatte im frühen Mittelalter das Altenglische eine reiche Literatur hervorgebracht , doch diese Schrifttradition endete jäh nach der Invasion der Normannen 1066 .	Menge	Kommunikation	collocation
reich	Mann	Er hatte mehrere Verträge in der Landvermessung zu erfüllen und wurde dabei ein reicher Mann .	Gesellschaft	Mensch	free
reich	Material	In den Bibliotheken , die er besuchte , sammelte Preger reiches Material für seine Forschungsprojekte , die er in den späteren Jahren ausarbeitete .	Menge	Gruppe	collocation
reich	Mensch	Zambrano und seine Familie wurden in der Liste der reichsten Menschen der Welt des Forbes Magazine für das Jahr 2006 mit einem geschätzten Vermögen von 1,8 Mrd.	Gesellschaft	Mensch	free
reich	Nachbar	Aber ihr Vater hat sie Gjermund , dem Sohn des reichen Nachbarn , versprochen , der bei ihm um Berit angehalten hat .	Gesellschaft	Mensch	free
reich	Nation	Transgene Nahrungspflanzen fanden wenig Zustimmung bei Bürgern reicher Nationen wie Japan und Frankreich mit nur 22 % .	Gesellschaft	Gruppe	free
reich	Norden	Der an Wald und Seen reiche Norden der Gemeinde bildet einen Teil des 1991 ausgewiesenen Landschaftsschutzparkes " Barlinecko-Gorzowski Park Krajobrazy " .	Gesellschaft	Ort	free
reich	Oberschicht	Er kleidet sich neu ein und steigt in einem Genfer Luxushotel ab , wo die reiche Oberschicht auf ihn aufmerksam wird .	Gesellschaft	Gruppe	free
reich	Ölland	Vielleicht war ja die Hoffnung , dass der Hinrichtungs-Paukenschlag , bei dem die größte Anzahl von Personen seit 1980 exekutiert wurde , das für ein reiches Ölland peinliche Thema Geld einfach überlagert .	Gesellschaft	Ort	free
reich	Ölstaat	Wie prekär die Sicherheitslage eines so reichen Ölstaates wie Saudi-Arabien ist , wurde mit der Besetzung Kuwaits ( 1990 - 1991 ) durch den Irak deutlich .	Gesellschaft	Ort	free
reich	Ölvorkommen	In so kurzer Zeit eine Wirtschaft an den Boden zu bringen , obwohl Venezuela reiche Ölvorkommen hat , hat verdient , dass man ihn in die Wüste schickt .	Menge	Ort	collocation
